PUBUKPRN,KISCOURSEID,TAverage
10001143,PFDDGEG4,270
10001143,PFDDGEV4,246
10001143,PFDDGPC4,269
10001143,PFDDGSB4,296
10001143,PFDDGSI4,286
10001143,PHSDGAPRPAR,328
10001143,PHSDGSEPADU,326
10001143,PHSDGSEPCHI,329
10001143,PHSDGSEPMEN,328
10001143,PHSDGSEPMID,341
10001143,PHSDGSEPOCC,305
10001143,PHSDGSEPODP,328
10001143,PHSDGSEPRAD,299
10001143,PHSDGSEPSOC,304
10001143,PMDDGAC2AM2,246
10001143,PMDDGAC2AM2,263
10001143,PMDDGAC2BU2,263
10001143,PMDDGAC2BU2,255
10001143,PMDDGAC2FI2,274
10001143,PMDDGAC2FT2,289
10001143,PMDDGAC2FT2,263
10001143,PMDDGAC2HS2,263
10001143,PMDDGAC2HS2,283
10001143,PMDDGAC2LT2,253
10001143,PMDDGAC2LT2,263
10001143,PMDDGAC2PS2,282
10001143,PMDDGAC2SG2,202
10001143,PMDDGAC2SP2,298
10001143,PMDDGAC2SP2,263
10001143,PMDDGAC2SY2,263
10001143,PMDDGAC2SY2,281
10001143,PMDDGAC4,248
10001143,PMDDGAG4,269
10001143,PMDDGAG4,247
10001143,PMDDGAG4_P,269
10001143,PMDDGAG4_P,247
10001143,PMDDGAL2BU2,292
10001143,PMDDGAL2BU2,255
10001143,PMDDGAL4,315
10001143,PMDDGAM2BU2,255
10001143,PMDDGAM2BU2,246
10001143,PMDDGAM2DR2,285
10001143,PMDDGAM2DR2,246
10001143,PMDDGAM2ED2,246
10001143,PMDDGAM2ED2,271
10001143,PMDDGAM2EL2,253
10001143,PMDDGAM2EL2,246
10001143,PMDDGAM2EP2,276
10001143,PMDDGAM2EP2,246
10001143,PMDDGAM2FT2,253
10001143,PMDDGAM2HI2,240
10001143,PMDDGAM2LT2,253
10001143,PMDDGAM2LT2,246
10001143,PMDDGAM2MC2,246
10001143,PMDDGAM2MC2,272
10001143,PMDDGAM2MR2,246
10001143,PMDDGAM2MR2,270
10001143,PMDDGAM2PN2,216
10001143,PMDDGAM2SP2,246
10001143,PMDDGAM2SP2,298
10001143,PMDDGAM2TO2,276
10001143,PMDDGAM2TO2,246
10001143,PMDDGAM4,248
10001143,PMDDGAM4_S,246
10001143,PMDDGAM4_Y,248
10001143,PMDDGAO2BU2,247
10001143,PMDDGAO2BU2,255
10001143,PMDDGAO2BU2_P,247
10001143,PMDDGAO2BU2_P,255
10001143,PMDDGAO2FN2,254
10001143,PMDDGAO2FN2_P,254
10001143,PMDDGAO2MR2,247
10001143,PMDDGAO2MR2,270
10001143,PMDDGAO2MR2_P,247
10001143,PMDDGAO2MR2_P,270
10001143,PMDDGAO4,247
10001143,PMDDGAO4_P,247
10001143,PMDDGAV2BU2,270
10001143,PMDDGAV2BU2,255
10001143,PMDDGAV2BU2_P,270
10001143,PMDDGAV2BU2_P,255
10001143,PMDDGAV2DG2,270
10001143,PMDDGAV2DG2,272
10001143,PMDDGAV2MR2,270
10001143,PMDDGAV2MR2_P,270
10001143,PMDDGAV2PS2,270
10001143,PMDDGAV2PS2,281
10001143,PMDDGAV2SG2,270
10001143,PMDDGAV2SG2,263
10001143,PMDDGAV4,270
10001143,PMDDGAV4_P,270
10001143,PMDDGAY2FI2,286
10001143,PMDDGAY2FI2,265
10001143,PMDDGAY2GE2,247
10001143,PMDDGAY2GE2,265
10001143,PMDDGAY2HI2,265
10001143,PMDDGAY2HI2,264
10001143,PMDDGBR4,269
10001143,PMDDGBS4,261
10001143,PMDDGBT2MT2,290
10001143,PMDDGBT2MT2,255
10001143,PMDDGBT2PT2,289
10001143,PMDDGBT2PT2,255
10001143,PMDDGBT4,280
10001143,PMDDGBU2CO2,255
10001143,PMDDGBU2CO2,261
10001143,PMDDGBU2DC2,269
10001143,PMDDGBU2DC2,255
10001143,PMDDGBU2DC2_P,255
10001143,PMDDGBU2DC2_P,269
10001143,PMDDGBU2DG2,272
10001143,PMDDGBU2DG2,255
10001143,PMDDGBU2EC2,255
10001143,PMDDGBU2EC2,283
10001143,PMDDGBU2ED2,271
10001143,PMDDGBU2ED2,255
10001143,PMDDGBU2EL2,255
10001143,PMDDGBU2EL2,253
10001143,PMDDGBU2FN2,240
10001143,PMDDGBU2FN2,255
10001143,PMDDGBU2FN2_P,255
10001143,PMDDGBU2FN2_P,240
10001143,PMDDGBU2FR2,284
10001143,PMDDGBU2FR2,255
10001143,PMDDGBU2FT2,289
10001143,PMDDGBU2FT2,255
10001143,PMDDGBU2GE2,247
10001143,PMDDGBU2GE2,255
10001143,PMDDGBU2HI2,255
10001143,PMDDGBU2HI2,264
10001143,PMDDGBU2HR2,282
10001143,PMDDGBU2HR2_P,294
10001143,PMDDGBU2HR2_P,255
10001143,PMDDGBU2HS2,283
10001143,PMDDGBU2HS2,255
10001143,PMDDGBU2MC2,272
10001143,PMDDGBU2MC2,255
10001143,PMDDGBU2MR2,264
10001143,PMDDGBU2MR2_P,264
10001143,PMDDGBU2MU2,290
10001143,PMDDGBU2MU2,255
10001143,PMDDGBU2PN2,240
10001143,PMDDGBU2PN2,255
10001143,PMDDGBU2PS2,255
10001143,PMDDGBU2PS2,281
10001143,PMDDGBU2SB2,255
10001143,PMDDGBU2SB2,269
10001143,PMDDGBU2SG2,263
10001143,PMDDGBU2SG2,255
10001143,PMDDGBU2SP2,298
10001143,PMDDGBU2SP2,255
10001143,PMDDGBU2TO2,255
10001143,PMDDGBU2TO2,276
10001143,PMDDGBU4,242
10001143,PMDDGBU4_P,242
10001143,PMDDGCH4,298
10001143,PMDDGCM4,316
10001143,PMDDGCO2DG2,261
10001143,PMDDGCO2DG2,272
10001143,PMDDGCO2ED2,261
10001143,PMDDGCO2ED2,271
10001143,PMDDGCO2FR2,284
10001143,PMDDGCO2FR2,261
10001143,PMDDGCO2GE2,261
10001143,PMDDGCO2GE2,247
10001143,PMDDGCO4,262
10001143,PMDDGCR4,261
10001143,PMDDGCW2DR2,290
10001143,PMDDGCW2DR2,285
10001143,PMDDGCW2EL2,290
10001143,PMDDGCW2EL2,253
10001143,PMDDGCW2LT2,290
10001143,PMDDGCW2LT2,253
10001143,PMDDGCW2MC2,290
10001143,PMDDGCW2MC2,272
10001143,PMDDGCW4,280
10001143,PMDDGDA2EC2,283
10001143,PMDDGDA2EC2,307
10001143,PMDDGDA2ED2,271
10001143,PMDDGDA2ED2,307
10001143,PMDDGDA2SP2,307
10001143,PMDDGDA2SP2,298
10001143,PMDDGDA2SY2,281
10001143,PMDDGDA2SY2,307
10001143,PMDDGDC2MR2,270
10001143,PMDDGDC2MR2_P,270
10001143,PMDDGDE4,307
10001143,PMDDGDG2EC2,283
10001143,PMDDGDG2EC2,272
10001143,PMDDGDG2EL2,272
10001143,PMDDGDG2EL2,253
10001143,PMDDGDG2EP2,272
10001143,PMDDGDG2EP2,276
10001143,PMDDGDG2FT2,284
10001143,PMDDGDG2MC2,272
10001143,PMDDGDG2MR2,270
10001143,PMDDGDG2MR2,272
10001143,PMDDGDG2SP2,298
10001143,PMDDGDG2SP2,272
10001143,PMDDGDG4,272
10001143,PMDDGDR2ED2,271
10001143,PMDDGDR2ED2,285
10001143,PMDDGDR2FT2,285
10001143,PMDDGDR2FT2,289
10001143,PMDDGDR2PS2,285
10001143,PMDDGDR2PS2,281
10001143,PMDDGDR4,261
10001143,PMDDGEA4,246
10001143,PMDDGEB4,270
10001143,PMDDGEC2ED2,246
10001143,PMDDGEC2FR2,284
10001143,PMDDGEC2FR2,283
10001143,PMDDGEC2FT2,283
10001143,PMDDGEC2FT2,289
10001143,PMDDGEC2GE2,283
10001143,PMDDGEC2GE2,247
10001143,PMDDGEC2HI2,264
10001143,PMDDGEC2HI2,283
10001143,PMDDGEC2HS2,272
10001143,PMDDGEC2LT2,283
10001143,PMDDGEC2LT2,253
10001143,PMDDGEC2PS2,295
10001143,PMDDGEC2SG2,263
10001143,PMDDGEC2SG2,283
10001143,PMDDGEC2SL2,283
10001143,PMDDGEC2SL2,311
10001143,PMDDGEC2SP2,298
10001143,PMDDGEC2SP2,283
10001143,PMDDGEC2SY2,283
10001143,PMDDGEC2SY2,281
10001143,PMDDGEC4,291
10001143,PMDDGEC4_O,291
10001143,PMDDGED2EL2,253
10001143,PMDDGED2EL2,271
10001143,PMDDGED2FR2,271
10001143,PMDDGED2FR2,284
10001143,PMDDGED2GE2,271
10001143,PMDDGED2GE2,247
10001143,PMDDGED2HI2,271
10001143,PMDDGED2HI2,264
10001143,PMDDGED2LT2,271
10001143,PMDDGED2LT2,253
10001143,PMDDGED2MU2,271
10001143,PMDDGED2MU2,290
10001143,PMDDGED2PS2,271
10001143,PMDDGED2PS2,281
10001143,PMDDGED2RP2,271
10001143,PMDDGED2RP2,268
10001143,PMDDGED2SG2,271
10001143,PMDDGED2SG2,263
10001143,PMDDGED2SL2,311
10001143,PMDDGED2SL2,271
10001143,PMDDGED4,278
10001143,PMDDGEG4,270
10001143,PMDDGEL2FR2,284
10001143,PMDDGEL2FR2,253
10001143,PMDDGEL2FT2,253
10001143,PMDDGEL2FT2,289
10001143,PMDDGEL2LT2,253
10001143,PMDDGEL2MR2,270
10001143,PMDDGEL2MR2,253
10001143,PMDDGEL2PN2,240
10001143,PMDDGEL2PN2,253
10001143,PMDDGEL2PS2,253
10001143,PMDDGEL2PS2,281
10001143,PMDDGEL2SG2,253
10001143,PMDDGEL2SG2,263
10001143,PMDDGEL4,242
10001143,PMDDGEM4,263
10001143,PMDDGEP2FT2,289
10001143,PMDDGEP2FT2,276
10001143,PMDDGEP2PF2,276
10001143,PMDDGEP2PF2,290
10001143,PMDDGEU4,240
10001143,PMDDGEV2GE2,247
10001143,PMDDGEV2GE2,270
10001143,PMDDGEV4,270
10001143,PMDDGFI2PS2,340
10001143,PMDDGFI2SB2,269
10001143,PMDDGFI2SB2,286
10001143,PMDDGFI4,299
10001143,PMDDGFN2MR2,240
10001143,PMDDGFN2MR2,270
10001143,PMDDGFN4,216
10001143,PMDDGFN4_P,216
10001143,PMDDGFR2HI2,264
10001143,PMDDGFR2HI2,284
10001143,PMDDGFR2LT2,284
10001143,PMDDGFR2LT2,253
10001143,PMDDGFR2MC2,284
10001143,PMDDGFR2MC2,272
10001143,PMDDGFR2MR2,270
10001143,PMDDGFR2MR2,284
10001143,PMDDGFR2MU2,284
10001143,PMDDGFR2MU2,290
10001143,PMDDGFR2PN2,240
10001143,PMDDGFR2PN2,284
10001143,PMDDGFR2SP2,284
10001143,PMDDGFR2SP2,298
10001143,PMDDGFR2TO2,284
10001143,PMDDGFR2TO2,276
10001143,PMDDGFT2FR2,284
10001143,PMDDGFT2FR2,289
10001143,PMDDGFT2GE2,289
10001143,PMDDGFT2GE2,247
10001143,PMDDGFT2HI2,289
10001143,PMDDGFT2HI2,264
10001143,PMDDGFT2LT2,289
10001143,PMDDGFT2LT2,253
10001143,PMDDGFT2MC2,224
10001143,PMDDGFT2MU2,290
10001143,PMDDGFT2MU2,289
10001143,PMDDGFT2PS2,281
10001143,PMDDGFT2PS2,289
10001143,PMDDGFT4,295
10001143,PMDDGGD4,256
10001143,PMDDGGE2HI2,247
10001143,PMDDGGE2HI2,264
10001143,PMDDGGE2LT2,247
10001143,PMDDGGE2LT2,253
10001143,PMDDGGE2MC2,272
10001143,PMDDGGE2MC2,247
10001143,PMDDGGE2PN2,240
10001143,PMDDGGE2PN2,247
10001143,PMDDGGE2SP2,247
10001143,PMDDGGE2SP2,298
10001143,PMDDGGE2TO2,247
10001143,PMDDGGE2TO2,276
10001143,PMDDGGE4,231
10001143,PMDDGHA4,295
10001143,PMDDGHI2LT2,253
10001143,PMDDGHI2LT2,264
10001143,PMDDGHI2PN2,240
10001143,PMDDGHI2PN2,264
10001143,PMDDGHI2PS2,264
10001143,PMDDGHI2PS2,281
10001143,PMDDGHI2RP2,268
10001143,PMDDGHI2RP2,264
10001143,PMDDGHI2SP2,298
10001143,PMDDGHI2SP2,264
10001143,PMDDGHI2TH2,268
10001143,PMDDGHI2TH2,264
10001143,PMDDGHI4,266
10001143,PMDDGHM4,276
10001143,PMDDGHP4,283
10001143,PMDDGHR2MR2,294
10001143,PMDDGHR2MR2,270
10001143,PMDDGHR2MR2_P,294
10001143,PMDDGHR2MR2_P,270
10001143,PMDDGHR2PS2,294
10001143,PMDDGHR2PS2,281
10001143,PMDDGHR4,294
10001143,PMDDGHR4_P,294
10001143,PMDDGHS2MU2,290
10001143,PMDDGHS2MU2,283
10001143,PMDDGHS2PS2,281
10001143,PMDDGHS2PS2,283
10001143,PMDDGHS2SB2,269
10001143,PMDDGHS2SB2,283
10001143,PMDDGHS2SG2,263
10001143,PMDDGHS2SG2,283
10001143,PMDDGHS2TH2,268
10001143,PMDDGHS2TH2,283
10001143,PMDDGHS4,250
10001143,PMDDGJO4,292
10001143,PMDDGLB4,288
10001143,PMDDGLB4,255
10001143,PMDDGLC4,288
10001143,PMDDGLC4,263
10001143,PMDDGLH4,264
10001143,PMDDGLH4,288
10001143,PMDDGLI4,288
10001143,PMDDGLI4,240
10001143,PMDDGLN4,288
10001143,PMDDGLN4,286
10001143,PMDDGLS4,288
10001143,PMDDGLS4,263
10001143,PMDDGLT2MC2,253
10001143,PMDDGLT2MC2,272
10001143,PMDDGLT2MU2,253
10001143,PMDDGLT2MU2,290
10001143,PMDDGLT2PS2,253
10001143,PMDDGLT2PS2,281
10001143,PMDDGLT2SG2,253
10001143,PMDDGLT2SG2,263
10001143,PMDDGLT2TH2,268
10001143,PMDDGLT2TH2,253
10001143,PMDDGLT4,253
10001143,PMDDGLW4,261
10001143,PMDDGMC2MR2,270
10001143,PMDDGMC2MR2,272
10001143,PMDDGMC2PN2,240
10001143,PMDDGMC2PN2,272
10001143,PMDDGMC2PS2,272
10001143,PMDDGMC2PS2,281
10001143,PMDDGMC2TH2,268
10001143,PMDDGMC2TH2,272
10001143,PMDDGMC4,285
10001143,PMDDGMR2PS2,270
10001143,PMDDGMR2PS2,281
10001143,PMDDGMR2SG2,270
10001143,PMDDGMR2SG2,263
10001143,PMDDGMR2SP2,270
10001143,PMDDGMR2SP2,298
10001143,PMDDGMR2TO2,270
10001143,PMDDGMR2TO2,276
10001143,PMDDGMR4,257
10001143,PMDDGMR4_P,257
10001143,PMDDGMS4,238
10001143,PMDDGMT2PT2,289
10001143,PMDDGMT2PT2,290
10001143,PMDDGMU2PF2,285
10001143,PMDDGMU2PF2,290
10001143,PMDDGMU2PN2,240
10001143,PMDDGMU2PN2,290
10001143,PMDDGMU2PS2,281
10001143,PMDDGMU2PS2,290
10001143,PMDDGMU2SG2,263
10001143,PMDDGMU2SG2,290
10001143,PMDDGMU4,310
10001143,PMDDGNT4,261
10001143,PMDDGPC4,269
10001143,PMDDGPE4,311
10001143,PMDDGPF4,284
10001143,PMDDGPH4,283
10001143,PMDDGPL4,240
10001143,PMDDGPM4,297
10001143,PMDDGPN2SB2,270
10001143,PMDDGPN2SB2,240
10001143,PMDDGPN2SG2,240
10001143,PMDDGPN2SG2,263
10001143,PMDDGPN2TO2,276
10001143,PMDDGPN2TO2,240
10001143,PMDDGPN4,240
10001143,PMDDGPS2SG2,263
10001143,PMDDGPS2SG2,281
10001143,PMDDGPS2SP2,281
10001143,PMDDGPS2SP2,298
10001143,PMDDGPS2TO2,276
10001143,PMDDGPS2TO2,281
10001143,PMDDGPS4,282
10001143,PMDDGPT4,286
10001143,PMDDGPY4,294
10001143,PMDDGRP2TH2,268
10001143,PMDDGRP4,268
10001143,PMDDGSB2SG2,269
10001143,PMDDGSB2SG2,263
10001143,PMDDGSB2SP2,270
10001143,PMDDGSB2SP2,298
10001143,PMDDGSB4,260
10001143,PMDDGSG2TO2,276
10001143,PMDDGSG2TO2,263
10001143,PMDDGSG4,291
10001143,PMDDGSI4,286
10001143,PMDDGSL4,311
10001143,PMDDGSP2TO2,298
10001143,PMDDGSP2TO2,276
10001143,PMDDGSP4,292
10001143,PMDDGSY2TO2,276
10001143,PMDDGSY2TO2,281
10001143,PMDDGTH4,276
10001143,PMDDGTO4,296
10001143,PMDDGWD4,291
10001143,PMDDGWT4,261
10001143,PMDDHBR4,408
10001143,PMDDHBT4,326
10001143,PPDDGCOCOME,305
10001143,PSSFDCOMPUT,257
10001143,PTTDGMATEDU,340
10001143,PTTDGPRILWR,322
10001143,PTTDGPRIUMT,340
10001143,PTTDGPRIUPR,339
10001143,S13,261
10001143,S20,240
10001143,S22,283
10001143,S24,288
10001143,S25,259
10001143,S27,246
10001143,S28,276
10001143,S29,272
10001143,S31,249
10001143,S32,284
10001143,S34,265
10001143,S35,268
10001143,S37,292
10001143,S38,291
10001143,S7,281
10001144,28HNDAPCHE,249
10001144,71BUSLAWHE,266
10001144,71HNDFINHE,249
10001144,71HNDFINHE,266
10001144,71HNDMRKHE,261
10001144,EVENTSMANG-CCCU,249
10001282,14FCHF-N-CHM6,284
10001282,21FACC-N-ACC1,340
10001282,21FAMN-N-AMN1,336
10001282,21FAMN-N-AMN1,330
10001282,21FARH-N-FTV1,326
10001282,21FBEA-N-ARC8,389
10001282,21FBEU-N-ARC1,393
10001282,21FBEU-N-IAR1,370
10001282,21FBLC-N-BLC1,368
10001282,21FBUS-N-BMN1,358
10001282,21FBUS-N-BUS3ECA,335
10001282,21FBUS-N-BUS3FIM,320
10001282,21FBUS-N-BUS3HRM,348
10001282,21FBUS-N-BUS3IBM,350
10001282,21FBUS-N-BUS3LSC,350
10001282,21FBUS-N-BUS3MKM,332
10001282,21FBUS-N-BUS3TOM,346
10001282,21FCES-N-CES1,343
10001282,21FDFI-N-DFI1,393
10001282,21FEBM-N-EBM1,330
10001282,21FENL-N-ELL1,341
10001282,21FENL-N-ELT1,335
10001282,21FENL-N-ELT2CRW,314
10001282,21FENL-N-ENG2LIT,318
10001282,21FFAS-N-FAS1,437
10001282,21FFAS-N-FDM1,393
10001282,21FFIN-N-FNS1,354
10001282,21FFNA-N-FNA1,400
10001282,21FHIS-N-ELT2HIS,332
10001282,21FHIS-N-HIS1,335
10001282,21FHIS-N-HIS2POL,345
10001282,21FITT-N-PRE1,331
10001282,21FJAH-N-ANR1,350
10001282,21FJOU-N-JOU1,331
10001282,21FMDW-N-MDW1,404
10001282,21FMES-N-JRN2ELT,332
10001282,21FMES-N-MCN1,331
10001282,21FMES-N-MCN3AVT,331
10001282,21FMES-N-MCN3BNS,331
10001282,21FMES-N-MCN3WPR,331
10001282,21FMES-N-TVP1,339
10001282,21FMLE-N-MLE1,354
10001282,21FMNU-N-CNU1,350
10001282,21FMNU-N-MHN1,350
10001282,21FNUA-N-NUA1,350
10001282,21FNUR-N-NUC1,366
10001282,21FNUR-N-NUL1,326
10001282,21FNUR-N-NUM1,331
10001282,21FOPT-N-OPT1,376
10001282,21FPHS-N-PSO1,389
10001282,21FPOL-N-IRP1,332
10001282,21FPSY-N-PSY1,347
10001282,21FPSY-N-PSY3CRI,358
10001282,21FPSY-N-PSY3SPS,350
10001282,21FSES-N-ASC3COA,344
10001282,21FSES-N-ASE1,362
10001282,21FSES-N-SEN1,316
10001282,21FSPS-N-SDV3COA,350
10001282,21FSPS-N-SMG1,349
10001282,21FSPS-N-SPC1,363
10001282,21FSWO-N-PSR1,351
10001282,21FTDD-N-IND1,391
10001282,21FVCI-N-ANI1,348
10001282,21FVCI-N-GRA1,441
10001282,21FVCI-N-IMD1,320
10001282,21SASE-N-APS1,294
10001282,21SAVT-N-AVT1,393
10001282,21SBEB-N-ARE1,335
10001282,21SBEB-N-CON1,326
10001282,21SBEM-N-AEN1,335
10001282,21SBEU-N-BSV1,326
10001282,21SBEU-N-QSV1,326
10001282,21SBEU-N-REE1,322
10001282,21SBFS-N-ABI1,328
10001282,21SBFS-N-BTN1,314
10001282,21SBFS-N-FSN1,316
10001282,21SBFS-N-HUN1,314
10001282,21SBIS-N-IMB1,346
10001282,21SBMS-N-BMS1,341
10001282,21SBMS-N-HUB1,316
10001282,21SBNE-N-BNE1,234
10001282,21SBUS-N-BUS3ACC,346
10001282,21SBUS-N-BUS3ENT,312
10001282,21SBUS-N-BUS3ENT,346
10001282,21SBUS-N-BUS3MGT,346
10001282,21SCEH-N-CEH1,326
10001282,21SCHF-N-ACH1,309
10001282,21SCHF-N-CRI2FOS,337
10001282,21SCHF-N-FOS1,349
10001282,21SCHF-N-PHC1,328
10001282,21SCMG-N-CMG1,329
10001282,21SCOE-N-CCS1,312
10001282,21SCOE-N-CDF1,312
10001282,21SCSO-N-CMG2SCG,329
10001282,21SCVE-N-CVE1,335
10001282,21SDRM-N-DRM1,350
10001282,21SECE-N-ECE1,230
10001282,21SELE-N-EEE1,330
10001282,21SELG-N-ELG1,330
10001282,21SENG-N-MEE1,316
10001282,21SFHC-N-FHC1,393
10001282,21SGEE-N-ENS1,316
10001282,21SGEE-N-GEA1,328
10001282,21SGEE-N-GEE1,316
10001282,21SGEE-N-GES1,316
10001282,21SHRM-N-HRM1,346
10001282,21SIBU-N-IBM1,339
10001282,21SIBU-N-IBS3FRE,326
10001282,21SIBU-N-IBS3SPA,339
10001282,21SIET-N-IET1,216
10001282,21SIMU-N-CDI1,312
10001282,21SIMU-N-CNE1,312
10001282,21SIMU-N-IMU1,312
10001282,21SIMV-N-HGE1,328
10001282,21SIMV-N-PGE1,316
10001282,21SIMW-N-IMW1,348
10001282,21SIMY-N-IMY1,348
10001282,21SIMY-N-IMY3IMX,348
10001282,21SITB-N-ITB1,312
10001282,21SLLE-N-LAW3BUS,342
10001282,21SLLE-N-LAW3IBS,344
10001282,21SMAB-N-AUE1,334
10001282,21SMAB-N-MAB1,334
10001282,21SMAM-N-AUG1,334
10001282,21SMAM-N-MAM1,334
10001282,21SMAS-N-MAT1,335
10001282,21SMAT-N-MAT2CTS,348
10001282,21SMAT-N-MAT2CTS,312
10001282,21SMAT-N-MAT2PYC,348
10001282,21SMAT-N-MAT2PYC,348
10001282,21SMCG-N-MCG1,400
10001282,21SMEJ-N-MEI2JOU,339
10001282,21SMKT-N-MKM1,368
10001282,21SPYC-N-PYC1,348
10001282,21SPYC-N-PYC3APY,375
10001282,21SPYG-N-PYG1,316
10001282,21SSCG-N-SCG1,329
10001282,21SSOE-N-CSC1,336
10001282,21SSOE-N-CSC3ARI,312
10001282,21SSOE-N-CSC3GAD,312
10001282,21SSOE-N-CSC3WED,312
10001282,21STDF-N-TDF1,393
10001282,21STTM-N-TTM1,345
10001452,CIC-KIS-012W,273
10001452,CIC-KIS-4F57,250
10001452,CIC-KIS-W374,332
10001452,LMU-KIS-C605,266
10001452,LMU-KIS-CX6D,267
10001452,LMU-KIS-F411,238
10001452,LMU-KIS-W230,273
10001452,LMU-KIS-W500,332
10001452,LMU-KIS-W640,250
10001457,course_4,295
10001457,course_5,295
10001457,course_6,295
10001457,course_7,295
10001457,course_8,295
10001457,course_9,295
10001467,HBF1523A01,251
10001467,HGF1522A01,263
10001467,HGF1525A01,263
10001467,HGF1528A01,263
10001467,HGF1529A01,263
10001467,HTF1527A01,276
10001467,HTF1530A01,276
10001467,HTF1578B01,276
10001474,USSX-02511,302
10001474,USSX-09636,302
10001475,KIS00031,277
10001475,SC008,277
10001478,UJEWAC,356
10001478,UJIPOS,353
10001478,UJMCSO,398
10001478,UJMCSO,334
10001478,UMCRSO,354
10001478,UMSOPS,337
10001478,USACFF,424
10001478,USACTC,461
10001478,USACTF,436
10001478,USAERB,349
10001478,USAERF,337
10001478,USAERM,337
10001478,USBCSY,382
10001478,USBFIN,436
10001478,USBIFI,432
10001478,USBIMB,322
10001478,USBIMM,336
10001478,USBUST,468
10001478,USCACI,314
10001478,USCARB,362
10001478,USCEAR,342
10001478,USCIVB,318
10001478,USCIVF,342
10001478,USCIVM,342
10001478,USCOSC,360
10001478,USCRIM,334
10001478,USCSCI,349
10001478,USCSCS,360
10001478,USCSGT,360
10001478,USECON,354
10001478,USELEB,354
10001478,USELEF,336
10001478,USELEM,336
10001478,USFIEC,352
10001478,USGTEC,377
10001478,USIFRM,438
10001478,USIPEC,338
10001478,USIPOL,330
10001478,USJOUR,400
10001478,USLLAW,333
10001478,USMAFN,364
10001478,USMANG,437
10001478,USMATS,338
10001478,USMECB,307
10001478,USMECF,311
10001478,USMECM,311
10001478,USMIDB,348
10001478,USMSFE,341
10001478,USMUSC,417
10001478,USNUAB,311
10001478,USNUCB,318
10001478,USNUMB,308
10001478,USOPDI,266
10001478,USOPTY,352
10001478,USPOLS,338
10001478,USPSYC,343
10001478,USRDIA,332
10001478,USRTHY,308
10001478,USSLTY,410
10001478,USSOCI,316
10001478,USSPLS,410
10001478,USUEME,388
10001535,ZC1FDBAF,415
10001535,ZC2FDMNF,415
10001535,ZE2BAME,278
10001535,ZH1BAFAF,310
10001535,ZH1BAFTF,309
10001535,ZH1BAGDF,371
10001535,ZH1BAPHF,356
10001535,ZH1BATDF,389
10001535,ZH1FDPHF,286
10001535,ZH2BAHSF,254
10001535,ZH3BACPF,254
10001535,ZH3BAFMF,278
10001535,ZH3BAMTF,288
10001535,ZH3BAPMF,256
10001535,ZH3BATTF,308
10001535,ZH3FDPMF,268
10001535,ZH3FDTTF,296
10001535,ZH6BAEYF,262
10001653,2-H00-ACT,320
10001653,2-J10-TTM,264
10001653,4-J10-PDP,280
10001653,5-J10-CIR,245
10001653,6-H00-AC3,310
10001653,6-J10-AC2,245
10001653,6-J10-SMT,245
10001653,7-J10-BCD,315
10001653,8-H00-CDX,306
10001653,B-H00-ACT,310
10001653,B-H00-PSM,310
10001653,B-J10-ACT,245
10001653,B-J10-COS,245
10001653,B-J10-PSM,245
10001653,N-H00-CDX,338
10001696,100109,354
10001696,100123,262
10001696,100133,293
10001696,100135,312
10001696,100143,289
10001696,100152,312
10001696,100155,270
10001696,100178,270
10001696,100180,313
10001696,100181,317
10001696,100183,296
10001696,100191,322
10001696,100198,307
10001696,100199,289
10001696,100199,312
10001696,100200,289
10001696,100333,340
10001696,100565,270
10001696,210659,307
10001696,210667,305
10001696,210859,354
10001696,211701,307
10001696,211802,286
10001696,212550,273
10001696,212551,286
10001696,212552,340
10001696,212571,273
10001696,212573,340
10001696,212997,312
10001696,213056,312
10001696,213465,322
10001696,213720,312
10001696,214391,312
10001696,214456,312
10001696,214873,312
10001726,10,282
10001726,100,292
10001726,101,280
10001726,102,282
10001726,103,284
10001726,104,252
10001726,107,295
10001726,108,271
10001726,109,292
10001726,11,269
10001726,110,329
10001726,111,234
10001726,112,277
10001726,115,258
10001726,116,325
10001726,117,246
10001726,118,306
10001726,119,276
10001726,12,299
10001726,120,290
10001726,121,327
10001726,122,276
10001726,123,304
10001726,124,246
10001726,125,335
10001726,127,342
10001726,128,329
10001726,129,330
10001726,13,340
10001726,130,282
10001726,131,278
10001726,132,312
10001726,134,299
10001726,135,340
10001726,136,300
10001726,137,293
10001726,139,289
10001726,14,276
10001726,140,370
10001726,141,364
10001726,142,280
10001726,143,256
10001726,144,336
10001726,145,344
10001726,148,273
10001726,149,300
10001726,15,316
10001726,150,269
10001726,152,311
10001726,152,311
10001726,153,296
10001726,154,297
10001726,155,267
10001726,157,290
10001726,16,398
10001726,160,292
10001726,160,278
10001726,161,299
10001726,162,310
10001726,163,341
10001726,164,305
10001726,165,332
10001726,166,308
10001726,167,312
10001726,169,288
10001726,17,370
10001726,170,303
10001726,177,358
10001726,18,328
10001726,19,318
10001726,190,242
10001726,192,301
10001726,192,282
10001726,193,297
10001726,193,280
10001726,194,198
10001726,195,320
10001726,196,280
10001726,198,284
10001726,198,281
10001726,199,325
10001726,199,248
10001726,2,300
10001726,20,220
10001726,200,284
10001726,201,248
10001726,201,243
10001726,203,324
10001726,206,347
10001726,207,296
10001726,21,243
10001726,210,243
10001726,211,299
10001726,212,234
10001726,213,277
10001726,214,258
10001726,215,325
